booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
170,9197,Cancelled,1/14/2022,1/15/2022,1,757,3137,796,1/1/2022
171,9197,Cancelled,1/16/2022,1/17/2022,1,757,3137,663,1/1/2022
583,11659,Stayed,1/1/2022,1/2/2022,2,16,6237,1320,1/1/2022
642,14499,Cancelled,1/16/2022,1/18/2022,10,346,59254,12535,1/1/2022
569,15037,No Show,1/2/2022,1/3/2022,1,207,1884,398,1/1/2022
882,22257,Cancelled,1/1/2022,1/2/2022,1,800,3444,875,1/1/2022
419,29124,Cancelled,1/2/2022,1/3/2022,1,380,2144,453,1/1/2022
436,33021,No Show,1/1/2022,1/2/2022,1,62,2252,476,1/1/2022
889,65208,Stayed,1/1/2022,1/2/2022,1,117,5589,1419,1/1/2022
17,66762,Stayed,1/7/2022,1/8/2022,1,109,3509,743,1/1/2022
153,77179,Stayed,1/2/2022,1/6/2022,1,106,11887,2515,1/1/2022
545,81709,Cancelled,1/2/2022,1/3/2022,1,449,2192,464,1/1/2022
416,86098,Stayed,1/1/2022,1/2/2022,1,579,2599,550,1/1/2022
641,86311,Stayed,1/1/2022,1/2/2022,1,346,3199,677,1/1/2022
491,102430,Cancelled,1/2/2022,1/3/2022,1,3,2469,523,1/1/2022
149,112913,Stayed,1/29/2022,2/2/2022,1,409,26255,5554,1/1/2022
799,118118,Stayed,1/1/2022,1/2/2022,1,689,4224,893,1/1/2022
445,145486,No Show,1/3/2022,1/4/2022,1,378,4939,1045,1/1/2022
798,159297,Cancelled,1/9/2022,1/13/2022,1,164,14815,3134,1/1/2022
895,166300,Stayed,1/1/2022,1/2/2022,1,501,5004,1058,1/1/2022
731,168983,Cancelled,1/1/2022,1/2/2022,1,417,2201,465,1/1/2022
856,169224,Cancelled,1/8/2022,1/9/2022,1,136,5654,1436,1/1/2022
568,182041,No Show,1/2/2022,1/3/2022,1,207,1884,398,1/1/2022
283,184360,Cancelled,1/2/2022,1/3/2022,1,473,2989,759,1/1/2022
519,189769,Stayed,1/1/2022,1/2/2022,1,420,2469,523,1/1/2022
570,196020,Cancelled,1/1/2022,1/2/2022,1,207,2339,495,1/1/2022
624,1864,Stayed,1/2/2022,1/3/2022,1,653,2534,536,1/2/2022
738,26536,Stayed,1/9/2022,1/13/2022,1,365,6235,0,1/2/2022
808,38803,Stayed,1/5/2022,1/6/2022,1,628,2597,550,1/2/2022
859,44047,Stayed,1/3/2022,1/7/2022,1,804,17155,3629,1/2/2022
516,44356,Stayed,1/2/2022,1/3/2022,1,33,2079,440,1/2/2022
657,45644,Stayed,1/2/2022,1/4/2022,1,50,4807,1018,1/2/2022
977,56694,Cancelled,1/2/2022,1/3/2022,1,777,2794,591,1/2/2022
786,57879,Cancelled,1/3/2022,1/4/2022,1,808,2794,710,1/2/2022
83,68240,Stayed,1/2/2022,1/3/2022,1,245,2005,425,1/2/2022
312,88939,Stayed,1/2/2022,1/3/2022,1,570,3769,798,1/2/2022
314,88939,Stayed,1/3/2022,1/4/2022,1,570,3509,891,1/2/2022
704,106977,Cancelled,1/4/2022,1/5/2022,1,58,2534,644,1/2/2022
109,108129,Stayed,1/2/2022,1/3/2022,1,938,2469,523,1/2/2022
846,120340,Stayed,1/3/2022,1/4/2022,1,330,6824,1502,1/2/2022
31,120371,Stayed,1/2/2022,1/3/2022,1,755,3184,809,1/2/2022
809,121394,Stayed,1/3/2022,1/5/2022,1,628,3726,789,1/2/2022
379,124801,Cancelled,1/2/2022,1/3/2022,1,716,3379,858,1/2/2022
434,126821,Stayed,1/3/2022,1/4/2022,2,62,5327,1352,1/2/2022
435,126821,Stayed,1/3/2022,1/4/2022,1,62,2664,677,1/2/2022
391,130118,No Show,1/15/2022,1/16/2022,1,147,4029,853,1/2/2022
433,136431,Stayed,1/2/2022,1/3/2022,1,62,2794,591,1/2/2022
41,145504,Stayed,1/3/2022,1/5/2022,1,232,3510,891,1/2/2022
763,150171,Cancelled,1/2/2022,1/3/2022,1,655,3509,743,1/2/2022
18,161206,Stayed,1/3/2022,1/4/2022,1,109,2859,605,1/2/2022
418,161755,Cancelled,1/2/2022,1/3/2022,1,380,1949,495,1/2/2022
653,162890,No Show,1/7/2022,1/8/2022,1,50,2664,677,1/2/2022
675,187489,Cancelled,1/6/2022,1/7/2022,1,239,2153,547,1/2/2022
244,188854,Stayed,1/3/2022,1/4/2022,1,315,3704,941,1/2/2022
785,7326,Stayed,1/3/2022,1/4/2022,1,808,1884,479,1/3/2022
588,8605,Cancelled,1/4/2022,1/5/2022,1,955,2144,545,1/3/2022
470,13139,Cancelled,1/4/2022,1/5/2022,1,21,2144,545,1/3/2022
471,13139,Cancelled,1/3/2022,1/4/2022,1,21,2144,545,1/3/2022
948,17878,Cancelled,1/6/2022,1/7/2022,1,162,2484,630,1/3/2022
594,21152,Stayed,1/4/2022,1/5/2022,1,243,2014,443,1/3/2022
311,27204,Cancelled,1/8/2022,1/10/2022,1,570,9227,2420,1/3/2022
28,42387,Stayed,1/9/2022,1/11/2022,1,88,4077,1035,1/3/2022
60,46140,Stayed,1/9/2022,1/11/2022,2,153,12995,3409,1/3/2022
63,59454,Cancelled,1/6/2022,1/8/2022,1,128,8577,2177,1/3/2022
64,59454,Cancelled,1/5/2022,1/6/2022,1,128,4289,1089,1/3/2022
730,59877,Cancelled,1/4/2022,1/5/2022,1,417,2408,509,1/3/2022
743,61602,Cancelled,1/4/2022,1/5/2022,1,459,2534,644,1/3/2022
29,68800,Cancelled,1/4/2022,1/6/2022,1,88,6510,1652,1/3/2022
899,71996,Stayed,1/8/2022,1/10/2022,1,186,5457,1385,1/3/2022
11,77745,Stayed,1/3/2022,1/4/2022,1,571,4679,1188,1/3/2022
12,77745,Cancelled,1/3/2022,1/4/2022,1,571,4679,1188,1/3/2022
13,77745,Cancelled,1/3/2022,1/4/2022,1,571,4679,1188,1/3/2022
159,79360,Stayed,1/3/2022,1/4/2022,1,244,2209,561,1/3/2022
378,82702,Cancelled,1/6/2022,1/8/2022,1,716,6887,1748,1/3/2022
414,82702,Stayed,1/6/2022,1/8/2022,1,579,4547,1154,1/3/2022
577,83735,Stayed,1/5/2022,1/6/2022,1,629,2079,528,1/3/2022
313,88939,Stayed,1/4/2022,1/5/2022,1,570,3119,792,1/3/2022
544,99794,Stayed,1/3/2022,1/4/2022,1,449,2042,536,1/3/2022
810,103317,Stayed,1/3/2022,1/4/2022,1,628,2236,568,1/3/2022
411,110402,Cancelled,1/6/2022,1/7/2022,1,348,1949,495,1/3/2022
232,119466,Cancelled,1/4/2022,1/5/2022,1,299,3639,924,1/3/2022
663,128702,Cancelled,1/7/2022,1/8/2022,1,241,1949,495,1/3/2022
578,136431,Stayed,1/3/2022,1/4/2022,1,629,2209,561,1/3/2022
567,137115,Stayed,1/6/2022,1/7/2022,1,207,1884,479,1/3/2022
907,141373,Stayed,1/4/2022,1/5/2022,1,261,2144,545,1/3/2022
299,143338,Stayed,1/3/2022,1/4/2022,1,170,2209,561,1/3/2022
192,154952,Stayed,1/26/2022,1/27/2022,1,280,1832,387,1/3/2022
998,158173,Stayed,1/3/2022,1/4/2022,1,754,4744,1205,1/3/2022
586,178968,Stayed,1/3/2022,1/4/2022,1,955,1819,462,1/3/2022
656,3449,Stayed,1/4/2022,1/5/2022,1,50,2989,759,1/4/2022
531,4595,Cancelled,1/6/2022,1/7/2022,1,37,2339,594,1/4/2022
784,7326,Stayed,1/4/2022,1/5/2022,1,808,1884,479,1/4/2022
135,12023,Stayed,1/7/2022,1/8/2022,1,894,2794,710,1/4/2022
290,19017,Cancelled,1/6/2022,1/7/2022,1,397,5069,1287,1/4/2022
739,26536,Cancelled,2/9/2022,2/10/2022,1,365,1819,0,1/4/2022
949,35923,Cancelled,1/4/2022,1/5/2022,1,162,1665,422,1/4/2022
918,37981,Stayed,1/4/2022,1/5/2022,1,59,1884,494,1/4/2022
158,49442,Cancelled,1/5/2022,1/6/2022,1,244,2079,528,1/4/2022
728,50174,Stayed,1/4/2022,1/5/2022,1,417,2566,651,1/4/2022
729,50174,Cancelled,1/4/2022,1/5/2022,1,417,2951,649,1/4/2022
640,59866,Stayed,1/4/2022,1/5/2022,1,346,1949,512,1/4/2022
282,75870,Stayed,1/4/2022,1/5/2022,1,473,2144,545,1/4/2022
410,80621,Cancelled,1/8/2022,1/9/2022,1,960,3169,832,1/4/2022
797,81775,Cancelled,1/23/2022,1/24/2022,1,704,2469,523,1/4/2022
57,89928,Stayed,1/6/2022,1/7/2022,2,486,5067,1286,1/4/2022
982,92590,Cancelled,1/28/2022,1/29/2022,1,677,3119,660,1/4/2022
781,96106,Stayed,1/18/2022,1/21/2022,1,808,6431,1632,1/4/2022
204,119500,Cancelled,1/4/2022,1/5/2022,1,219,2209,561,1/4/2022
845,120340,Stayed,1/4/2022,1/5/2022,1,330,6499,1650,1/4/2022
792,131261,Cancelled,1/5/2022,1/6/2022,1,342,2339,594,1/4/2022
582,134836,Stayed,1/12/2022,1/13/2022,1,16,3119,792,1/4/2022
906,141373,Stayed,1/5/2022,1/6/2022,1,261,2079,528,1/4/2022
298,143338,Stayed,1/4/2022,1/5/2022,1,170,2014,512,1/4/2022
665,146622,Stayed,1/4/2022,1/5/2022,1,241,2014,512,1/4/2022
381,163768,Stayed,1/6/2022,1/8/2022,1,135,5457,1431,1/4/2022
48,164024,Stayed,1/4/2022,1/5/2022,1,160,2924,767,1/4/2022
281,165056,Stayed,1/5/2022,1/6/2022,1,473,2469,648,1/4/2022
664,182860,Stayed,1/5/2022,1/6/2022,1,241,2014,512,1/4/2022
888,183245,Cancelled,1/7/2022,1/8/2022,1,117,5589,1419,1/4/2022
654,3449,Stayed,1/5/2022,1/6/2022,1,50,2989,759,1/5/2022
532,3770,Stayed,1/5/2022,1/6/2022,1,37,2339,594,1/5/2022
984,4675,Stayed,1/13/2022,1/14/2022,1,677,2404,508,1/5/2022
518,11332,Stayed,1/8/2022,1/14/2022,1,420,11692,2968,1/5/2022
517,13139,Cancelled,1/5/2022,1/6/2022,1,33,2144,545,1/5/2022
872,13794,Cancelled,1/6/2022,1/7/2022,1,234,4874,1278,1/5/2022
896,14742,Stayed,1/5/2022,1/6/2022,1,546,6044,1535,1/5/2022
597,18314,Cancelled,1/6/2022,1/7/2022,1,399,2534,644,1/5/2022
376,23913,Stayed,1/5/2022,1/6/2022,1,716,2859,726,1/5/2022
377,23913,Cancelled,1/5/2022,1/6/2022,1,716,3119,818,1/5/2022
388,23913,Cancelled,1/5/2022,1/6/2022,1,25,3054,776,1/5/2022
187,33193,Stayed,1/5/2022,1/6/2022,1,691,2648,672,1/5/2022
788,42878,Cancelled,1/27/2022,1/30/2022,2,703,19297,4245,1/5/2022
173,43374,Stayed,1/6/2022,1/7/2022,2,757,6201,1574,1/5/2022
132,47942,Stayed,1/15/2022,1/16/2022,1,84,1819,462,1/5/2022
34,49442,Stayed,1/5/2022,1/6/2022,1,859,2144,545,1/5/2022
134,49619,Stayed,1/27/2022,1/29/2022,1,894,6627,1682,1/5/2022
136,49619,Cancelled,1/27/2022,1/29/2022,1,894,5847,1238,1/5/2022
62,59454,Cancelled,1/5/2022,1/8/2022,1,128,12281,3117,1/5/2022
947,60406,Cancelled,1/6/2022,1/7/2022,1,162,3649,926,1/5/2022
284,62184,Cancelled,1/7/2022,1/8/2022,1,473,2469,627,1/5/2022
75,66504,Stayed,1/6/2022,1/9/2022,1,583,6104,1291,1/5/2022
95,66504,Cancelled,1/5/2022,1/6/2022,1,944,1745,370,1/5/2022
770,69073,Stayed,1/6/2022,1/7/2022,1,505,2209,561,1/5/2022
993,72656,Cancelled,1/9/2022,1/13/2022,1,614,11695,2969,1/5/2022
999,72656,Stayed,1/9/2022,1/13/2022,1,509,12215,3101,1/5/2022
400,74325,No Show,1/5/2022,1/6/2022,1,366,2062,541,1/5/2022
756,77935,Stayed,1/6/2022,1/7/2022,1,522,1949,495,1/5/2022
893,90036,Stayed,1/6/2022,1/7/2022,1,68,4029,1023,1/5/2022
343,92904,Cancelled,1/12/2022,1/13/2022,1,296,3444,728,1/5/2022
359,92904,Cancelled,1/11/2022,1/12/2022,1,92,3054,646,1/5/2022
363,92904,Stayed,1/10/2022,1/11/2022,1,205,2599,550,1/5/2022
401,93264,Stayed,1/5/2022,1/6/2022,1,366,1300,330,1/5/2022
161,95113,Stayed,1/6/2022,1/9/2022,1,408,6626,1682,1/5/2022
195,100627,Cancelled,1/8/2022,1/9/2022,1,633,4289,1089,1/5/2022
196,100627,Cancelled,1/8/2022,1/9/2022,1,888,3379,858,1/5/2022
133,115548,No Show,1/6/2022,1/9/2022,1,84,5456,0,1/5/2022
741,141761,Cancelled,1/5/2022,1/6/2022,1,365,1754,0,1/5/2022
707,146584,Cancelled,1/5/2022,1/6/2022,1,448,2079,528,1/5/2022
833,148275,Stayed,1/5/2022,1/6/2022,1,124,1314,333,1/5/2022
47,148431,Stayed,1/5/2022,1/6/2022,1,684,2794,710,1/5/2022
655,149241,Stayed,1/5/2022,1/6/2022,1,50,2989,759,1/5/2022
831,152455,Cancelled,1/22/2022,1/24/2022,1,124,6201,1312,1/5/2022
205,160575,Cancelled,1/7/2022,1/8/2022,1,637,2339,594,1/5/2022
465,160722,Stayed,1/5/2022,1/6/2022,1,263,1819,462,1/5/2022
76,163261,Cancelled,1/6/2022,1/7/2022,1,583,2274,578,1/5/2022
894,168358,Stayed,1/5/2022,1/6/2022,1,68,4419,1122,1/5/2022
639,175626,Cancelled,1/5/2022,1/6/2022,1,346,2404,630,1/5/2022
607,181852,Stayed,1/5/2022,1/6/2022,1,131,1624,426,1/5/2022
249,189124,Stayed,1/5/2022,1/6/2022,1,557,2989,759,1/5/2022
638,192035,Stayed,1/7/2022,1/8/2022,1,346,2404,611,1/5/2022
490,193175,Stayed,1/5/2022,1/6/2022,1,3,2144,545,1/5/2022
334,195741,No Show,1/10/2022,1/11/2022,1,301,2859,605,1/5/2022
575,197313,Stayed,1/6/2022,1/8/2022,1,629,4157,914,1/5/2022
280,5049,Stayed,1/8/2022,1/9/2022,1,473,2469,627,1/6/2022
488,6033,Cancelled,1/7/2022,1/8/2022,1,3,2209,580,1/6/2022
319,9198,Stayed,1/6/2022,1/7/2022,1,901,4354,1106,1/6/2022
702,9338,Stayed,1/6/2022,1/7/2022,1,58,3574,937,1/6/2022
524,13951,Stayed,1/7/2022,1/9/2022,1,305,4547,1154,1/6/2022
762,16744,Stayed,1/6/2022,1/7/2022,1,323,2339,594,1/6/2022
289,19017,No Show,1/8/2022,1/9/2022,1,397,5069,1287,1/6/2022
358,38803,Stayed,1/9/2022,1/13/2022,1,92,10395,2639,1/6/2022
844,43500,Stayed,1/10/2022,1/12/2022,1,330,11697,2969,1/6/2022
14,55369,Cancelled,2/13/2022,2/15/2022,1,109,7927,1678,1/6/2022
685,59634,Cancelled,1/7/2022,1/8/2022,1,77,2640,670,1/6/2022
943,60406,Stayed,1/6/2022,1/7/2022,1,162,2588,657,1/6/2022
924,61396,Cancelled,1/7/2022,1/8/2022,2,670,6367,1616,1/6/2022
354,63032,Stayed,1/6/2022,1/7/2022,1,331,2274,578,1/6/2022
917,68922,Stayed,1/7/2022,1/8/2022,1,59,2339,594,1/6/2022
874,75950,Stayed,1/6/2022,1/7/2022,1,885,2079,528,1/6/2022
783,81480,Cancelled,1/6/2022,1/7/2022,1,808,2079,528,1/6/2022
172,97775,Stayed,1/7/2022,1/8/2022,1,757,3101,788,1/6/2022
174,97775,Cancelled,1/8/2022,1/9/2022,1,757,3000,761,1/6/2022
82,103003,Cancelled,1/6/2022,1/7/2022,1,245,2977,756,1/6/2022
751,111153,Stayed,1/21/2022,1/22/2022,1,522,2599,550,1/6/2022
308,112633,Cancelled,1/7/2022,1/8/2022,1,229,3379,858,1/6/2022
353,128226,Stayed,1/7/2022,1/10/2022,1,331,7406,1880,1/6/2022
928,133115,Stayed,1/6/2022,1/9/2022,1,217,7211,1830,1/6/2022
703,135460,Cancelled,1/6/2022,1/8/2022,1,58,7277,1847,1/6/2022
186,137492,Stayed,1/6/2022,1/7/2022,1,691,1563,331,1/6/2022
120,137573,Cancelled,1/6/2022,1/7/2022,1,597,2729,693,1/6/2022
946,140493,No Show,1/6/2022,1/7/2022,2,162,6786,1723,1/6/2022
190,154952,Stayed,1/27/2022,1/28/2022,1,280,1832,387,1/6/2022
191,154952,Cancelled,1/28/2022,1/29/2022,1,280,1832,387,1/6/2022
61,156920,Cancelled,1/7/2022,1/8/2022,1,128,3379,858,1/6/2022
953,185192,Stayed,1/16/2022,1/18/2022,1,203,4157,880,1/6/2022
727,190841,Stayed,1/6/2022,1/7/2022,1,417,2270,576,1/6/2022
489,193175,Stayed,1/6/2022,1/7/2022,1,3,2339,594,1/6/2022
415,194124,Stayed,1/6/2022,1/7/2022,1,579,1819,462,1/6/2022
875,198997,Cancelled,1/6/2022,1/12/2022,1,885,18057,4737,1/6/2022
270,7412,Cancelled,1/20/2022,1/21/2022,1,884,4744,1003,1/7/2022
648,7412,Stayed,1/20/2022,1/21/2022,1,50,2924,618,1/7/2022
551,12485,Stayed,1/7/2022,1/8/2022,1,13,2209,561,1/7/2022
110,16015,Stayed,1/7/2022,1/8/2022,1,475,1457,370,1/7/2022
811,16808,Cancelled,1/7/2022,1/8/2022,2,599,3767,956,1/7/2022
834,16808,Stayed,1/7/2022,1/8/2022,2,268,4027,1022,1/7/2022
701,20026,Stayed,1/8/2022,1/9/2022,1,58,2859,726,1/7/2022
309,27204,Stayed,1/9/2022,1/10/2022,1,570,2924,767,1/7/2022
310,27204,Stayed,1/8/2022,1/9/2022,1,570,2794,733,1/7/2022
652,35292,Stayed,1/7/2022,1/8/2022,1,50,3834,974,1/7/2022
761,44356,Stayed,1/7/2022,1/8/2022,1,323,2339,594,1/7/2022
387,50641,Cancelled,1/8/2022,1/9/2022,1,25,3444,0,1/7/2022
764,62188,Stayed,1/7/2022,1/10/2022,1,478,7016,1781,1/7/2022
365,65796,Stayed,1/7/2022,1/8/2022,1,205,2274,501,1/7/2022
651,65873,Stayed,1/8/2022,1/9/2022,1,50,3119,792,1/7/2022
684,69402,Stayed,1/7/2022,1/8/2022,1,77,2852,724,1/7/2022
515,85376,Stayed,1/7/2022,1/8/2022,1,33,2729,693,1/7/2022
892,90036,Stayed,1/7/2022,1/8/2022,1,68,5004,1271,1/7/2022
255,107631,Stayed,1/8/2022,1/9/2022,1,132,3509,921,1/7/2022
40,119048,Cancelled,1/7/2022,1/8/2022,1,232,3227,820,1/7/2022
512,119112,Cancelled,1/14/2022,1/15/2022,1,33,2209,468,1/7/2022
69,122584,Stayed,1/9/2022,1/11/2022,1,846,5717,1451,1/7/2022
542,128702,Stayed,1/7/2022,1/8/2022,1,449,2349,596,1/7/2022
119,137573,Cancelled,1/19/2022,1/20/2022,1,597,2664,563,1/7/2022
525,141491,Stayed,1/7/2022,1/8/2022,1,305,2274,578,1/7/2022
740,146622,Stayed,1/7/2022,1/8/2022,1,365,1949,0,1/7/2022
30,148431,Stayed,1/7/2022,1/8/2022,1,755,4224,1073,1/7/2022
541,152685,Cancelled,1/8/2022,1/9/2022,1,449,2757,700,1/7/2022
367,153421,Cancelled,1/10/2022,1/11/2022,1,205,2274,501,1/7/2022
368,153421,Cancelled,1/13/2022,1/14/2022,1,205,3054,672,1/7/2022
369,153421,Cancelled,1/12/2022,1/13/2022,1,205,3054,672,1/7/2022
793,173521,Stayed,1/10/2022,1/13/2022,1,345,7601,1929,1/7/2022
241,188854,Stayed,1/9/2022,1/10/2022,1,315,3639,924,1/7/2022
832,191500,Cancelled,1/9/2022,1/10/2022,1,124,2044,519,1/7/2022
637,192035,Stayed,1/8/2022,1/9/2022,1,346,2729,693,1/7/2022
166,195788,No Show,1/8/2022,1/9/2022,1,554,2014,512,1/7/2022
985,199293,Stayed,1/7/2022,1/8/2022,1,677,2274,578,1/7/2022
754,3145,Stayed,1/8/2022,1/9/2022,1,522,1884,494,1/8/2022
777,3929,Stayed,1/8/2022,1/9/2022,2,877,5327,1352,1/8/2022
733,13378,Cancelled,1/25/2022,1/26/2022,1,417,2090,442,1/8/2022
438,16277,Cancelled,3/3/2022,3/10/2022,1,233,27937,5910,1/8/2022
566,21052,Stayed,1/9/2022,1/10/2022,1,207,2014,512,1/8/2022
887,48699,Stayed,1/9/2022,1/11/2022,1,117,9877,2507,1/8/2022
464,51987,Stayed,1/8/2022,1/9/2022,1,263,2014,512,1/8/2022
16,60231,Stayed,1/8/2022,1/9/2022,1,109,1949,1100,1/8/2022
366,65796,Stayed,1/8/2022,1/9/2022,1,205,2274,578,1/8/2022
409,74325,Stayed,1/8/2022,1/9/2022,1,960,1300,341,1/8/2022
683,75870,Cancelled,1/8/2022,1/9/2022,1,77,2423,615,1/8/2022
152,77179,Stayed,1/9/2022,1/13/2022,1,106,9027,2291,1/8/2022
344,126313,Stayed,1/10/2022,1/11/2022,1,296,3054,801,1/8/2022
916,127919,Stayed,1/8/2022,1/9/2022,1,59,1559,396,1/8/2022
242,133250,Stayed,1/8/2022,1/9/2022,1,315,3639,924,1/8/2022
370,153421,Cancelled,1/11/2022,1/12/2022,1,205,2729,716,1/8/2022
915,161333,Stayed,1/8/2022,1/9/2022,1,59,1559,396,1/8/2022
188,171363,Stayed,1/9/2022,1/10/2022,1,691,1859,472,1/8/2022
623,171782,Stayed,1/9/2022,1/10/2022,1,653,1754,446,1/8/2022
778,3929,Stayed,1/10/2022,1/11/2022,1,877,3054,801,1/9/2022
779,3929,Stayed,1/9/2022,1/10/2022,2,877,5327,1397,1/9/2022
487,5977,Stayed,1/9/2022,1/10/2022,1,3,926,235,1/9/2022
503,13131,Stayed,1/21/2022,1/22/2022,1,33,2144,453,1/9/2022
940,15533,Stayed,1/9/2022,1/10/2022,1,162,3901,990,1/9/2022
202,21667,Stayed,1/10/2022,1/12/2022,1,627,3224,846,1/9/2022
139,33288,Stayed,1/11/2022,1/12/2022,1,612,2599,660,1/9/2022
682,33581,Stayed,1/11/2022,1/12/2022,1,77,2363,501,1/9/2022
100,37423,Stayed,1/16/2022,1/20/2022,1,86,10587,2240,1/9/2022
15,42531,Stayed,1/9/2022,1/10/2022,1,109,1949,1100,1/9/2022
352,45412,Stayed,1/10/2022,1/11/2022,1,331,2469,627,1/9/2022
695,52445,Stayed,1/11/2022,1/12/2022,1,364,2079,440,1/9/2022
337,60557,Cancelled,1/10/2022,1/11/2022,1,301,3444,875,1/9/2022
364,65796,Stayed,1/9/2022,1/10/2022,1,205,2274,578,1/9/2022
622,74860,Cancelled,1/11/2022,1/12/2022,1,653,2469,523,1/9/2022
155,76850,Stayed,1/9/2022,1/10/2022,1,874,1104,281,1/9/2022
189,85876,Stayed,1/14/2022,1/28/2022,1,280,25644,5425,1/9/2022
39,88392,Stayed,1/13/2022,1/16/2022,1,232,9676,2047,1/9/2022
432,89811,Stayed,1/9/2022,1/10/2022,1,62,1689,429,1/9/2022
124,106210,Cancelled,1/19/2022,1/20/2022,1,154,2534,558,1/9/2022
246,119466,Cancelled,1/11/2022,1/12/2022,1,309,2599,660,1/9/2022
342,126313,Stayed,1/11/2022,1/12/2022,1,296,2989,784,1/9/2022
789,131261,Stayed,1/9/2022,1/10/2022,1,703,4029,1023,1/9/2022
147,133399,Stayed,1/18/2022,1/19/2022,1,975,2100,462,1/9/2022
207,137492,Stayed,1/9/2022,1/10/2022,1,635,1754,446,1/9/2022
941,140493,No Show,1/9/2022,1/10/2022,2,162,3765,956,1/9/2022
942,140493,Cancelled,1/9/2022,1/10/2022,1,162,1882,477,1/9/2022
55,148274,Stayed,1/16/2022,1/18/2022,1,486,4547,963,1/9/2022
360,153421,No Show,1/12/2022,1/14/2022,1,205,5977,1315,1/9/2022
362,153421,No Show,1/11/2022,1/12/2022,1,205,2501,656,1/9/2022
514,162890,Stayed,1/9/2022,1/10/2022,1,33,1754,446,1/9/2022
437,177670,Cancelled,1/9/2022,1/10/2022,1,62,1884,479,1/9/2022
824,187164,Stayed,1/9/2022,1/10/2022,1,758,2859,726,1/9/2022
355,189468,Stayed,1/17/2022,1/19/2022,1,93,4417,935,1/9/2022
27,193036,Stayed,1/11/2022,1/13/2022,1,88,6092,1289,1/9/2022
602,195924,Cancelled,1/9/2022,1/10/2022,1,848,2599,660,1/9/2022
603,195924,Cancelled,1/9/2022,1/10/2022,1,848,2599,660,1/9/2022
268,2162,Stayed,1/10/2022,1/11/2022,1,31,4159,1056,1/10/2022
250,7701,Stayed,1/11/2022,1/12/2022,1,557,3574,756,1/10/2022
321,15767,Stayed,1/14/2022,1/15/2022,1,357,3574,756,1/10/2022
288,19017,Stayed,1/10/2022,1/11/2022,1,397,3379,858,1/10/2022
700,20026,Stayed,1/10/2022,1/11/2022,1,58,3184,809,1/10/2022
45,24582,Stayed,1/13/2022,1/14/2022,1,152,1949,413,1/10/2022
955,33926,Stayed,1/15/2022,1/16/2022,1,203,2469,523,1/10/2022
968,43287,Stayed,1/12/2022,1/13/2022,1,685,2014,426,1/10/2022
995,43500,Stayed,1/16/2022,1/17/2022,1,751,5004,1058,1/10/2022
753,45089,Cancelled,1/11/2022,1/12/2022,1,522,1884,398,1/10/2022
890,48699,Stayed,1/11/2022,1/12/2022,1,96,5264,1381,1/10/2022
620,56421,Stayed,1/11/2022,1/12/2022,1,653,2339,594,1/10/2022
138,67726,Stayed,1/12/2022,1/13/2022,1,612,2339,495,1/10/2022
8,74628,Cancelled,2/9/2022,2/10/2022,1,252,3054,646,1/10/2022
619,74860,Stayed,1/11/2022,1/12/2022,1,653,2339,495,1/10/2022
574,75070,Cancelled,1/10/2022,1/11/2022,1,629,2144,545,1/10/2022
864,81672,Cancelled,1/10/2022,1/11/2022,1,226,2404,0,1/10/2022
965,83686,Stayed,1/14/2022,1/15/2022,1,574,2404,508,1/10/2022
621,87764,Cancelled,1/10/2022,1/11/2022,1,653,1884,479,1/10/2022
380,98338,Cancelled,1/10/2022,1/11/2022,1,462,2924,767,1/10/2022
111,117378,Stayed,1/11/2022,1/13/2022,1,248,5717,1210,1/10/2022
486,123820,Stayed,1/11/2022,1/12/2022,1,3,2079,440,1/10/2022
262,128921,Cancelled,1/10/2022,1/11/2022,1,883,1620,425,1/10/2022
606,136456,Stayed,1/10/2022,1/11/2022,1,131,1559,396,1/10/2022
251,152290,Stayed,1/10/2022,1/11/2022,1,557,2664,677,1/10/2022
261,159422,Stayed,1/10/2022,1/11/2022,1,883,2102,534,1/10/2022
240,159675,No Show,1/10/2022,1/11/2022,2,315,6237,1583,1/10/2022
978,162221,Cancelled,1/16/2022,1/20/2022,1,206,14035,3088,1/10/2022
807,177898,Cancelled,1/10/2022,1/11/2022,1,628,1495,380,1/10/2022
458,183557,Cancelled,1/11/2022,1/12/2022,1,74,2599,660,1/10/2022
457,193175,Stayed,1/10/2022,1/12/2022,1,74,4547,1154,1/10/2022
565,7970,Stayed,1/11/2022,1/12/2022,1,207,1949,413,1/11/2022
974,8380,Stayed,1/11/2022,1/12/2022,1,44,1624,343,1/11/2022
850,13601,Stayed,1/11/2022,1/12/2022,1,750,3054,801,1/11/2022
463,21052,Stayed,1/11/2022,1/12/2022,1,263,2014,426,1/11/2022
966,21694,No Show,1/13/2022,1/14/2022,1,574,2404,508,1/11/2022
431,24838,Stayed,1/11/2022,1/12/2022,1,62,2209,468,1/11/2022
706,28584,Cancelled,1/13/2022,1/14/2022,1,448,2209,486,1/11/2022
956,39744,Cancelled,1/15/2022,1/16/2022,1,203,2924,743,1/11/2022
351,45412,Stayed,1/11/2022,1/12/2022,1,331,2599,550,1/11/2022
650,45644,Stayed,1/11/2022,1/13/2022,1,50,5977,1265,1/11/2022
185,53022,No Show,1/11/2022,1/12/2022,1,691,1856,0,1/11/2022
