booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
1708,97745,No Show,2/14/2022,2/15/2022,1,724,2339,495,2/14/2022
1902,97841,Cancelled,2/16/2022,2/17/2022,1,646,2685,568,2/14/2022
1178,98785,Stayed,2/14/2022,2/15/2022,1,888,2924,618,2/14/2022
1396,118827,Cancelled,2/14/2022,2/15/2022,1,116,2404,508,2/14/2022
1262,119953,Cancelled,2/15/2022,2/17/2022,1,357,7797,1650,2/14/2022
1531,129346,Stayed,2/18/2022,2/19/2022,4,399,12605,2666,2/14/2022
1277,130908,Stayed,2/15/2022,2/18/2022,1,421,6041,1278,2/14/2022
1660,144056,Cancelled,2/15/2022,2/16/2022,1,522,2599,550,2/14/2022
1900,149420,Stayed,3/3/2022,3/5/2022,1,646,8713,1844,2/14/2022
1418,155186,Stayed,2/15/2022,2/17/2022,1,29,4482,948,2/14/2022
1505,165303,Cancelled,2/15/2022,2/16/2022,1,16,2664,563,2/14/2022
1572,182860,Stayed,2/15/2022,2/16/2022,1,447,1884,440,2/14/2022
1393,183557,Cancelled,2/15/2022,2/16/2022,1,74,2989,759,2/14/2022
1321,184770,No Show,2/14/2022,2/15/2022,1,25,3444,875,2/14/2022
1256,187033,Stayed,2/14/2022,2/15/2022,1,143,8059,1705,2/14/2022
1190,189926,Cancelled,2/14/2022,2/15/2022,1,299,3444,728,2/14/2022
1191,189926,Stayed,2/14/2022,2/15/2022,1,299,3444,728,2/14/2022
1261,191615,Cancelled,2/14/2022,2/15/2022,1,901,5264,1113,2/14/2022
1591,6284,Stayed,2/17/2022,2/18/2022,1,239,1888,399,2/15/2022
1673,17784,Cancelled,4/10/2022,4/12/2022,1,997,7277,1847,2/15/2022
1590,19760,Stayed,2/17/2022,2/18/2022,1,239,1888,399,2/15/2022
1489,20003,Stayed,2/15/2022,2/16/2022,1,629,1624,343,2/15/2022
1609,20223,Stayed,2/16/2022,2/17/2022,1,77,1993,421,2/15/2022
1589,21854,Stayed,2/18/2022,2/19/2022,1,239,2405,509,2/15/2022
1252,30922,Stayed,2/17/2022,2/18/2022,2,229,9617,2115,2/15/2022
1063,32581,No Show,2/15/2022,2/17/2022,1,56,3448,759,2/15/2022
1611,36152,Stayed,2/15/2022,2/16/2022,1,77,1942,411,2/15/2022
1003,36635,Stayed,2/16/2022,2/17/2022,1,252,2616,553,2/15/2022
1873,37618,Stayed,2/16/2022,2/17/2022,1,238,4354,921,2/15/2022
1373,45090,Stayed,2/15/2022,2/16/2022,1,551,5654,1196,2/15/2022
1854,50957,No Show,2/15/2022,2/16/2022,1,44,2599,550,2/15/2022
1097,57801,Cancelled,2/16/2022,2/20/2022,1,86,9246,1956,2/15/2022
1855,58871,Stayed,2/15/2022,2/16/2022,1,44,2339,1181,2/15/2022
1203,59828,Stayed,2/15/2022,2/16/2022,1,315,3194,675,2/15/2022
1612,63082,Cancelled,2/15/2022,2/16/2022,1,77,2233,473,2/15/2022
1305,74653,Stayed,2/15/2022,2/16/2022,1,716,3184,701,2/15/2022
1355,75341,Stayed,2/19/2022,2/21/2022,1,380,3897,825,2/15/2022
1675,76269,Cancelled,2/15/2022,2/16/2022,2,998,7537,1595,2/15/2022
1389,77061,Cancelled,4/8/2022,4/10/2022,1,74,4547,963,2/15/2022
1143,77179,Stayed,2/15/2022,2/17/2022,1,106,5587,1183,2/15/2022
1584,79500,Stayed,2/18/2022,2/20/2022,1,239,5018,1062,2/15/2022
1734,87373,Cancelled,2/15/2022,2/17/2022,1,373,4352,921,2/15/2022
1790,106583,Stayed,2/23/2022,2/24/2022,1,68,4484,948,2/15/2022
1824,107622,Stayed,2/15/2022,2/16/2022,1,574,2664,677,2/15/2022
1674,115233,Stayed,2/24/2022,2/26/2022,1,843,10527,2228,2/15/2022
1766,121362,Cancelled,4/15/2022,4/18/2022,1,226,6821,0,2/15/2022
1443,126952,Cancelled,2/15/2022,2/16/2022,1,37,2404,508,2/15/2022
1780,127745,Stayed,2/16/2022,2/18/2022,1,800,5983,1317,2/15/2022
1048,130739,Stayed,2/16/2022,2/17/2022,1,486,2599,572,2/15/2022
1162,137492,Stayed,2/15/2022,2/16/2022,1,691,1953,414,2/15/2022
1835,140493,No Show,2/16/2022,2/17/2022,1,162,2649,561,2/15/2022
1469,165031,Cancelled,2/19/2022,2/20/2022,1,13,1884,398,2/15/2022
1109,172653,No Show,3/9/2022,3/10/2022,2,760,8447,1788,2/15/2022
1372,183351,Cancelled,2/17/2022,2/19/2022,1,437,8707,1915,2/15/2022
1806,189022,Stayed,2/15/2022,2/16/2022,1,261,2014,426,2/15/2022
1340,199611,Cancelled,2/17/2022,2/18/2022,1,366,2188,556,2/15/2022
1399,199981,Stayed,2/15/2022,2/16/2022,1,178,2599,0,2/15/2022
1468,3424,Stayed,2/16/2022,2/17/2022,1,13,2014,426,2/16/2022
1467,7592,Cancelled,2/17/2022,2/18/2022,1,13,2079,440,2/16/2022
1243,9108,Cancelled,2/17/2022,2/18/2022,1,473,2469,543,2/16/2022
1919,27465,Cancelled,2/16/2022,2/17/2022,1,211,5134,1086,2/16/2022
1297,33086,Stayed,2/16/2022,2/17/2022,1,302,2794,591,2/16/2022
1842,33926,Cancelled,2/26/2022,2/27/2022,1,203,2599,550,2/16/2022
1427,35737,Cancelled,2/24/2022,2/25/2022,1,33,2079,458,2/16/2022
1608,36152,Stayed,2/16/2022,2/17/2022,1,77,2006,425,2/16/2022
1867,41034,Stayed,2/16/2022,2/17/2022,1,677,2339,515,2/16/2022
1128,47695,Stayed,2/16/2022,2/17/2022,1,894,2469,523,2/16/2022
1366,49800,Cancelled,2/16/2022,2/17/2022,1,62,2209,468,2/16/2022
1365,50981,Cancelled,2/16/2022,2/17/2022,1,62,2664,563,2/16/2022
1823,51525,Stayed,2/16/2022,2/20/2022,1,574,11887,2615,2/16/2022
1551,55556,Cancelled,2/17/2022,2/18/2022,1,346,2339,495,2/16/2022
1544,56894,Stayed,2/16/2022,2/17/2022,1,653,2664,563,2/16/2022
1452,59877,Cancelled,2/16/2022,2/17/2022,1,449,1958,415,2/16/2022
1223,64673,Stayed,2/25/2022,2/26/2022,1,132,4224,893,2/16/2022
1769,71996,Cancelled,2/19/2022,2/22/2022,1,267,17351,3817,2/16/2022
1341,73006,Stayed,2/17/2022,2/18/2022,1,366,2018,513,2/16/2022
1543,74860,Cancelled,2/22/2022,2/23/2022,1,653,2534,536,2/16/2022
1759,102793,Stayed,2/16/2022,2/17/2022,1,136,5199,1100,2/16/2022
1623,110482,Stayed,2/20/2022,2/25/2022,1,58,9744,2061,2/16/2022
1177,113815,Stayed,2/17/2022,2/18/2022,1,633,3574,756,2/16/2022
1715,121461,Cancelled,2/17/2022,2/18/2022,2,507,5327,1128,2/16/2022
1879,131959,Stayed,2/17/2022,2/19/2022,1,594,7667,1686,2/16/2022
1324,142383,Stayed,3/8/2022,3/9/2022,3,147,12086,2659,2/16/2022
1639,146622,Stayed,2/16/2022,2/17/2022,1,417,2649,561,2/16/2022
1465,165031,Stayed,2/19/2022,2/20/2022,1,13,1754,371,2/16/2022
1007,170174,Stayed,2/16/2022,2/17/2022,1,571,3769,798,2/16/2022
1175,170174,Cancelled,2/16/2022,2/17/2022,1,978,3834,811,2/16/2022
1134,172023,Cancelled,2/17/2022,2/19/2022,1,251,5067,1073,2/16/2022
1184,172653,Stayed,2/20/2022,2/22/2022,1,359,4417,935,2/16/2022
1556,184274,Cancelled,2/18/2022,2/19/2022,1,176,3419,724,2/16/2022
1039,192914,Stayed,2/16/2022,2/17/2022,1,468,3249,825,2/16/2022
1586,5397,Stayed,2/18/2022,2/20/2022,1,239,5756,1218,2/17/2022
1567,7443,Stayed,2/18/2022,2/19/2022,1,50,3054,646,2/17/2022
1242,8760,Stayed,2/18/2022,2/19/2022,1,473,2729,578,2/17/2022
1304,9187,Cancelled,2/17/2022,2/18/2022,1,716,3379,858,2/17/2022
1569,12484,Cancelled,2/22/2022,2/23/2022,1,50,2534,536,2/17/2022
1515,18139,Cancelled,2/18/2022,2/19/2022,1,515,2664,563,2/17/2022
1818,27435,Cancelled,2/17/2022,2/18/2022,2,670,5197,1100,2/17/2022
1347,33558,Stayed,2/20/2022,2/22/2022,1,960,4360,959,2/17/2022
1237,41043,Cancelled,2/17/2022,2/18/2022,1,31,4224,1073,2/17/2022
1239,41043,No Show,2/17/2022,2/18/2022,1,265,3964,872,2/17/2022
1607,47276,Cancelled,2/18/2022,2/19/2022,1,77,3229,820,2/17/2022
1356,58754,Cancelled,3/20/2022,3/21/2022,1,130,1429,363,2/17/2022
1659,58858,Stayed,2/17/2022,2/19/2022,1,522,5457,1200,2/17/2022
1852,67635,Cancelled,2/18/2022,2/19/2022,1,569,2989,759,2/17/2022
1878,68688,Stayed,2/17/2022,2/19/2022,1,594,8596,1818,2/17/2022
1747,69881,Cancelled,3/4/2022,3/5/2022,1,750,3379,744,2/17/2022
1753,72844,Stayed,2/18/2022,2/19/2022,1,235,4593,971,2/17/2022
1542,74860,Cancelled,3/1/2022,3/2/2022,1,653,3119,660,2/17/2022
1901,76046,No Show,2/17/2022,2/18/2022,1,646,3316,702,2/17/2022
1139,77179,Stayed,2/17/2022,2/23/2022,1,106,18127,3835,2/17/2022
1141,77179,Stayed,2/17/2022,2/18/2022,1,106,3184,673,2/17/2022
1388,101051,Stayed,2/17/2022,2/18/2022,1,74,2924,618,2/17/2022
1786,104160,Stayed,3/16/2022,3/17/2022,4,117,25995,5719,2/17/2022
1788,104160,Cancelled,2/22/2022,2/23/2022,5,117,23719,5017,2/17/2022
1171,137492,Stayed,2/17/2022,2/18/2022,1,820,2339,495,2/17/2022
1638,146622,Stayed,2/17/2022,2/18/2022,1,417,2259,479,2/17/2022
1636,153758,Cancelled,2/20/2022,2/21/2022,1,417,1732,366,2/17/2022
1173,170174,Stayed,2/17/2022,2/18/2022,1,978,3769,798,2/17/2022
1155,172023,Stayed,2/17/2022,2/19/2022,1,757,5840,1235,2/17/2022
1375,183032,Cancelled,2/25/2022,2/26/2022,1,233,2794,591,2/17/2022
1339,192084,Cancelled,2/18/2022,2/19/2022,1,366,2847,603,2/17/2022
1704,194653,Stayed,2/17/2022,2/18/2022,1,599,1869,396,2/17/2022
1294,2029,Stayed,2/18/2022,2/19/2022,1,205,3119,660,2/18/2022
1911,9330,No Show,2/18/2022,2/19/2022,1,648,1914,405,2/18/2022
1918,9330,Stayed,2/18/2022,2/19/2022,1,211,4744,1003,2/18/2022
1620,11025,Stayed,2/18/2022,2/19/2022,1,364,2079,440,2/18/2022
1604,19795,Stayed,2/20/2022,2/21/2022,1,77,1888,399,2/18/2022
1054,42849,Cancelled,2/18/2022,2/19/2022,1,812,2144,453,2/18/2022
1605,51090,Cancelled,2/19/2022,2/20/2022,1,77,2035,430,2/18/2022
1265,51367,Stayed,2/18/2022,2/19/2022,1,328,5004,1101,2/18/2022
1354,55452,Cancelled,2/22/2022,2/24/2022,1,380,4417,935,2/18/2022
1358,64143,Stayed,2/18/2022,2/19/2022,1,396,3704,815,2/18/2022
1908,64784,Cancelled,2/19/2022,2/21/2022,1,813,6107,1293,2/18/2022
1417,69202,Stayed,2/18/2022,2/19/2022,1,29,2469,523,2/18/2022
1448,73006,No Show,2/21/2022,2/26/2022,1,37,11369,2405,2/18/2022
1449,73006,No Show,2/20/2022,2/21/2022,1,37,2274,481,2/18/2022
1775,85093,Stayed,2/18/2022,2/19/2022,1,885,2794,591,2/18/2022
1113,85555,Stayed,2/23/2022,2/27/2022,1,597,11710,2576,2/18/2022
1882,93021,Stayed,2/18/2022,2/19/2022,1,614,3444,728,2/18/2022
1907,93021,Cancelled,2/18/2022,2/19/2022,1,652,3054,672,2/18/2022
1034,105919,Cancelled,2/19/2022,2/20/2022,2,232,5533,1218,2/18/2022
1800,108885,Cancelled,2/19/2022,2/20/2022,1,567,5524,1168,2/18/2022
1241,112410,No Show,2/21/2022,2/22/2022,1,473,2469,685,2/18/2022
1176,113815,Stayed,2/18/2022,2/19/2022,1,633,3574,756,2/18/2022
1201,133250,Stayed,2/18/2022,2/19/2022,1,315,3099,656,2/18/2022
1889,137026,Stayed,2/18/2022,2/21/2022,1,736,13190,3570,2/18/2022
1488,142556,Stayed,2/18/2022,2/19/2022,1,629,2534,536,2/18/2022
1012,145104,Stayed,2/18/2022,2/19/2022,1,109,2859,605,2/18/2022
1518,159431,Stayed,2/18/2022,2/19/2022,1,523,3379,858,2/18/2022
1174,170174,Stayed,2/18/2022,2/19/2022,1,978,3704,783,2/18/2022
1189,171586,Stayed,2/20/2022,2/23/2022,1,299,10460,2213,2/18/2022
1218,180388,Stayed,2/18/2022,2/19/2022,1,557,2989,658,2/18/2022
1603,182292,Stayed,2/20/2022,2/21/2022,1,77,1888,399,2/18/2022
1881,184545,Stayed,2/22/2022,2/25/2022,1,614,8186,1731,2/18/2022
1226,185319,Stayed,2/18/2022,2/19/2022,1,883,3588,759,2/18/2022
1561,7845,Stayed,2/20/2022,2/21/2022,1,176,2011,426,2/19/2022
1619,11025,Stayed,2/19/2022,2/20/2022,1,364,1884,398,2/19/2022
1001,32661,Stayed,2/19/2022,2/20/2022,1,252,2506,530,2/19/2022
1464,32772,Cancelled,2/25/2022,2/27/2022,1,13,3507,771,2/19/2022
1841,33926,Stayed,2/26/2022,2/27/2022,1,203,2599,660,2/19/2022
1658,54134,No Show,2/20/2022,2/21/2022,1,522,2274,481,2/19/2022
1272,55575,Stayed,2/19/2022,2/20/2022,1,301,3184,809,2/19/2022
1094,57801,Stayed,2/20/2022,2/21/2022,1,86,1730,366,2/19/2022
1136,68720,Stayed,2/19/2022,2/20/2022,1,756,2339,495,2/19/2022
1227,76262,Stayed,2/19/2022,2/20/2022,1,883,3588,759,2/19/2022
1440,83024,Cancelled,2/19/2022,2/20/2022,1,305,2144,453,2/19/2022
1348,118645,Cancelled,2/21/2022,2/22/2022,1,960,1560,343,2/19/2022
1332,130164,Cancelled,2/25/2022,2/26/2022,1,394,4549,963,2/19/2022
1752,134014,Cancelled,2/19/2022,2/20/2022,1,235,3062,648,2/19/2022
1695,143278,Stayed,2/19/2022,2/21/2022,1,626,3832,811,2/19/2022
1216,156740,Stayed,2/19/2022,2/20/2022,1,557,2339,495,2/19/2022
1588,171180,Stayed,2/19/2022,2/20/2022,1,239,1888,399,2/19/2022
1264,171359,Stayed,2/20/2022,2/21/2022,1,328,3704,783,2/19/2022
1200,180388,Cancelled,2/26/2022,2/27/2022,1,315,3189,674,2/19/2022
1161,181599,Stayed,2/20/2022,2/23/2022,1,691,5690,1252,2/19/2022
1779,186259,Stayed,2/19/2022,2/21/2022,1,800,7363,1620,2/19/2022
1428,190208,Stayed,2/19/2022,2/20/2022,1,33,2079,440,2/19/2022
1737,192450,Stayed,2/19/2022,2/20/2022,1,407,5459,1386,2/19/2022
1250,197416,Cancelled,5/10/2022,5/11/2022,1,73,2469,523,2/19/2022
1217,198706,Cancelled,2/19/2022,2/20/2022,1,557,2079,440,2/19/2022
1320,14557,Cancelled,2/24/2022,2/27/2022,1,25,11954,2529,2/20/2022
1585,21152,Cancelled,2/21/2022,2/22/2022,1,239,2129,469,2/20/2022
1628,27112,Stayed,3/4/2022,3/6/2022,1,448,6237,1320,2/20/2022
1808,27527,Cancelled,2/20/2022,2/21/2022,1,59,1819,385,2/20/2022
1859,27527,Stayed,2/20/2022,2/21/2022,1,677,2014,426,2/20/2022
1795,41023,Cancelled,2/21/2022,2/22/2022,1,325,3444,728,2/20/2022
1797,44087,Cancelled,2/20/2022,2/24/2022,1,186,18455,4685,2/20/2022
1527,44291,Stayed,2/21/2022,2/22/2022,1,399,2144,545,2/20/2022
1566,45644,Stayed,2/20/2022,2/23/2022,1,50,6821,1443,2/20/2022
1027,47963,Stayed,2/20/2022,2/21/2022,1,88,1837,388,2/20/2022
1692,50396,Stayed,2/21/2022,2/22/2022,1,689,3899,825,2/20/2022
1717,55143,Stayed,2/20/2022,2/21/2022,1,192,3704,783,2/20/2022
1093,57801,Stayed,2/21/2022,2/22/2022,1,86,1894,400,2/20/2022
1360,60395,Stayed,2/22/2022,2/23/2022,1,564,2534,536,2/20/2022
1151,60635,Stayed,3/4/2022,3/5/2022,1,244,2209,561,2/20/2022
1860,70196,Cancelled,2/20/2022,2/21/2022,1,677,2339,495,2/20/2022
1886,78903,Stayed,2/24/2022,2/26/2022,1,751,8382,1773,2/20/2022
1270,83516,Stayed,2/23/2022,2/24/2022,1,301,2664,563,2/20/2022
1377,90112,Stayed,2/21/2022,2/22/2022,1,233,2534,558,2/20/2022
1758,90622,Stayed,2/20/2022,2/21/2022,1,136,5654,1196,2/20/2022
1624,93374,Stayed,2/21/2022,2/24/2022,1,58,5795,1275,2/20/2022
1625,93374,Stayed,2/20/2022,2/21/2022,1,58,1884,415,2/20/2022
1761,106720,Cancelled,2/21/2022,2/23/2022,1,223,9682,2048,2/20/2022
1225,111950,Cancelled,2/20/2022,2/21/2022,1,883,3588,759,2/20/2022
1179,120340,Cancelled,2/20/2022,2/21/2022,1,888,2600,572,2/20/2022
1739,127171,Cancelled,3/10/2022,3/20/2022,1,534,87737,18560,2/20/2022
1169,137492,Stayed,2/20/2022,2/21/2022,1,820,2209,468,2/20/2022
1059,138055,Cancelled,2/20/2022,2/21/2022,1,107,3314,701,2/20/2022
1657,144056,Stayed,2/21/2022,2/22/2022,1,522,2339,495,2/20/2022
1583,165036,Stayed,2/21/2022,2/22/2022,1,239,1888,416,2/20/2022
1104,167471,Stayed,2/20/2022,2/21/2022,1,161,1594,338,2/20/2022
1357,187505,Stayed,2/20/2022,2/21/2022,1,396,2599,572,2/20/2022
1023,193036,Cancelled,3/6/2022,3/8/2022,1,88,5580,1180,2/20/2022
1077,193154,Cancelled,2/21/2022,2/24/2022,1,295,8771,1929,2/20/2022
1168,9065,Stayed,2/21/2022,2/24/2022,1,820,7149,1573,2/21/2022
1331,9894,Stayed,2/28/2022,3/1/2022,1,49,2989,633,2/21/2022
1748,22782,Stayed,2/21/2022,2/22/2022,1,750,2209,561,2/21/2022
1313,28621,Cancelled,2/23/2022,2/24/2022,1,146,3466,734,2/21/2022
1026,47963,Stayed,2/21/2022,2/22/2022,1,88,2349,497,2/21/2022
1384,50471,Stayed,2/21/2022,2/22/2022,1,701,3119,686,2/21/2022
1350,55452,Stayed,2/22/2022,2/24/2022,1,579,4677,990,2/21/2022
1090,57801,Stayed,2/22/2022,2/23/2022,1,86,1749,370,2/21/2022
1374,61890,Stayed,2/21/2022,2/22/2022,1,548,3444,728,2/21/2022
1798,66108,Cancelled,2/26/2022,2/27/2022,1,111,3119,660,2/21/2022
1334,77175,Stayed,3/21/2022,3/23/2022,1,366,3557,903,2/21/2022
1156,77745,Cancelled,3/4/2022,3/7/2022,1,757,9204,1947,2/21/2022
1925,78365,Stayed,2/22/2022,2/23/2022,1,619,2599,550,2/21/2022
1577,78708,Stayed,2/21/2022,2/22/2022,1,241,1884,398,2/21/2022
1364,82104,Cancelled,2/21/2022,2/22/2022,1,62,1754,371,2/21/2022
1416,83735,Stayed,2/23/2022,2/24/2022,1,29,2209,468,2/21/2022
1525,85993,Stayed,2/22/2022,2/23/2022,1,399,2144,453,2/21/2022
1526,85993,Cancelled,2/21/2022,2/22/2022,1,399,2144,453,2/21/2022
1376,90112,Stayed,2/22/2022,2/24/2022,1,233,5262,1157,2/21/2022
1575,95557,Stayed,2/21/2022,2/22/2022,2,578,6887,1748,2/21/2022
1618,99396,Stayed,2/23/2022,2/24/2022,1,364,2404,508,2/21/2022
1051,105620,Stayed,2/22/2022,2/23/2022,1,128,2924,618,2/21/2022
1052,105620,Cancelled,2/22/2022,2/23/2022,1,128,2924,618,2/21/2022
1053,105620,Stayed,2/21/2022,2/22/2022,1,128,2924,618,2/21/2022
1537,108360,Cancelled,2/25/2022,2/26/2022,1,131,2079,440,2/21/2022
1598,110482,Stayed,2/28/2022,3/4/2022,1,77,7472,1581,2/21/2022
1745,127171,Cancelled,3/15/2022,3/16/2022,1,566,8384,1845,2/21/2022
1684,131261,Stayed,2/21/2022,2/22/2022,1,342,2534,536,2/21/2022
1293,134107,Stayed,2/22/2022,2/23/2022,1,205,3054,646,2/21/2022
1820,135873,Stayed,2/21/2022,2/23/2022,1,324,4157,914,2/21/2022
1910,139513,Cancelled,3/5/2022,3/7/2022,2,648,10837,2292,2/21/2022
1833,140493,No Show,2/21/2022,2/22/2022,2,162,3744,792,2/21/2022
1834,140493,Cancelled,2/21/2022,2/22/2022,2,162,5647,1195,2/21/2022
1693,142597,Stayed,2/21/2022,2/22/2022,1,626,2014,426,2/21/2022
1694,142597,Stayed,2/21/2022,2/22/2022,1,626,2534,536,2/21/2022
1282,142920,Cancelled,2/22/2022,2/24/2022,1,456,5457,1385,2/21/2022
1891,178334,Stayed,2/21/2022,2/22/2022,1,663,2080,458,2/21/2022
1538,1864,Stayed,2/22/2022,2/23/2022,1,131,1494,316,2/22/2022
1487,6892,Stayed,2/23/2022,2/24/2022,1,629,1949,413,2/22/2022
1447,10362,Cancelled,2/22/2022,2/23/2022,1,37,2014,426,2/22/2022
1258,23393,Cancelled,2/22/2022,2/23/2022,1,99,4679,990,2/22/2022
1091,38832,Stayed,2/22/2022,2/23/2022,1,86,1386,294,2/22/2022
1363,42520,Stayed,2/22/2022,2/23/2022,1,62,2144,453,2/22/2022
1088,57801,Stayed,2/23/2022,2/24/2022,1,86,1867,395,2/22/2022
1509,69975,Stayed,2/22/2022,2/23/2022,1,955,1689,358,2/22/2022
1138,77179,Stayed,2/23/2022,2/25/2022,1,106,5587,1183,2/22/2022
1802,94430,Cancelled,2/25/2022,2/28/2022,1,500,6626,1458,2/22/2022
1785,104160,Stayed,3/16/2022,3/18/2022,1,117,12997,2750,2/22/2022
1832,140493,Cancelled,2/22/2022,2/23/2022,2,162,4966,1051,2/22/2022
1836,140493,Cancelled,2/23/2022,2/25/2022,2,162,12449,2633,2/22/2022
1634,145838,Stayed,2/22/2022,2/23/2022,1,417,1776,376,2/22/2022
1188,146718,Stayed,2/22/2022,2/23/2022,1,299,2859,605,2/22/2022
1550,150771,Stayed,2/23/2022,2/24/2022,1,346,2404,508,2/22/2022
1877,177132,Cancelled,2/22/2022,3/2/2022,1,594,24180,5320,2/22/2022
1383,187774,Stayed,2/22/2022,2/23/2022,1,701,2859,605,2/22/2022
1707,3288,Cancelled,2/24/2022,2/26/2022,1,169,3637,800,2/23/2022
1735,3846,Cancelled,2/23/2022,2/24/2022,1,294,1608,340,2/23/2022
1401,7310,Cancelled,2/23/2022,2/24/2022,2,263,4417,935,2/23/2022
1853,8611,Stayed,2/24/2022,2/26/2022,1,44,5847,1238,2/23/2022
1726,10815,Stayed,2/24/2022,2/26/2022,1,932,4157,880,2/23/2022
1796,13678,Stayed,2/24/2022,2/25/2022,1,879,6564,1388,2/23/2022
1240,17980,Cancelled,2/24/2022,2/25/2022,1,473,2794,591,2/23/2022
1768,21366,Stayed,2/23/2022,2/24/2022,1,267,5199,1144,2/23/2022
1446,23689,Cancelled,2/24/2022,2/26/2022,1,37,4287,908,2/23/2022
1125,24587,Stayed,2/23/2022,2/24/2022,1,84,1754,371,2/23/2022
1263,31583,Stayed,2/25/2022,2/26/2022,1,328,3834,811,2/23/2022
1061,37827,Cancelled,4/24/2022,4/26/2022,2,274,12475,2639,2/23/2022
1318,48802,Cancelled,2/25/2022,2/26/2022,1,25,3054,646,2/23/2022
1395,52555,Stayed,2/23/2022,2/24/2022,1,116,1689,358,2/23/2022
1086,57801,Stayed,2/24/2022,2/25/2022,1,86,2025,429,2/23/2022
1885,82206,Stayed,2/26/2022,2/27/2022,1,751,3964,838,2/23/2022
1917,126588,Stayed,2/23/2022,2/24/2022,1,211,4029,853,2/23/2022
1269,134413,Cancelled,2/26/2022,2/27/2022,1,301,3054,776,2/23/2022
1819,135873,Stayed,2/23/2022,2/24/2022,1,324,2404,529,2/23/2022
1803,137573,Cancelled,2/23/2022,2/24/2022,1,500,2144,453,2/23/2022
1434,162890,Stayed,2/24/2022,2/25/2022,1,33,2014,426,2/23/2022
1085,172023,Stayed,2/24/2022,2/26/2022,1,86,4347,920,2/23/2022
1025,193036,Cancelled,3/4/2022,3/8/2022,1,88,11575,2449,2/23/2022
1359,195573,Cancelled,2/23/2022,2/24/2022,1,391,2534,536,2/23/2022
1757,4141,Stayed,2/26/2022,3/1/2022,1,136,12476,2639,2/24/2022
1435,5633,Stayed,2/24/2022,2/25/2022,1,33,1624,413,2/24/2022
1404,5977,Stayed,2/24/2022,2/25/2022,1,21,1819,385,2/24/2022
1405,5977,Stayed,2/24/2022,2/25/2022,1,21,1819,385,2/24/2022
1778,9133,Stayed,2/24/2022,2/25/2022,2,800,7233,1530,2/24/2022
1024,9197,Cancelled,3/3/2022,3/5/2022,1,88,6388,1352,2/24/2022
1507,10629,Stayed,2/24/2022,2/25/2022,1,955,2144,453,2/24/2022
1508,10629,No Show,2/24/2022,2/25/2022,1,955,2144,453,2/24/2022
1317,14557,Stayed,2/25/2022,2/27/2022,1,25,7342,1615,2/24/2022
1319,14557,Stayed,2/24/2022,2/25/2022,1,25,3314,729,2/24/2022
1406,18261,No Show,2/24/2022,2/25/2022,1,21,2014,426,2/24/2022
1656,38145,Stayed,2/25/2022,2/26/2022,1,522,2469,523,2/24/2022
1371,45972,Stayed,2/24/2022,2/25/2022,1,437,4419,935,2/24/2022
1353,50594,No Show,2/24/2022,2/25/2022,1,380,1949,429,2/24/2022
1462,54218,Cancelled,2/26/2022,2/27/2022,1,13,2079,440,2/24/2022
1084,57801,Stayed,2/26/2022,2/27/2022,1,86,2015,427,2/24/2022
1096,57801,Cancelled,2/26/2022,2/27/2022,1,86,2094,443,2/24/2022
1303,74653,Stayed,2/24/2022,2/25/2022,1,716,3444,875,2/24/2022
1541,74860,Stayed,2/25/2022,2/26/2022,1,653,2599,550,2/24/2022
1325,85699,Stayed,2/25/2022,2/26/2022,1,147,4354,921,2/24/2022
1630,109602,Cancelled,2/24/2022,2/25/2022,1,448,2664,586,2/24/2022
1199,111098,Cancelled,2/26/2022,2/27/2022,1,315,3487,738,2/24/2022
1268,134413,Stayed,3/5/2022,3/6/2022,1,301,3054,776,2/24/2022
1445,154563,Cancelled,2/25/2022,2/26/2022,2,37,5392,1141,2/24/2022
1160,172114,Stayed,2/25/2022,2/26/2022,1,691,1888,399,2/24/2022
1683,180438,Cancelled,3/4/2022,3/5/2022,1,342,2664,563,2/24/2022
1831,182991,Stayed,2/24/2022,2/25/2022,1,162,2657,562,2/24/2022
1533,6317,Cancelled,2/25/2022,2/26/2022,2,848,6757,1430,2/25/2022
1851,8380,Stayed,2/26/2022,3/3/2022,1,287,11174,2364,2/25/2022
1215,8864,Cancelled,2/25/2022,2/26/2022,1,557,2664,563,2/25/2022
1316,12377,Cancelled,3/7/2022,3/11/2022,1,25,11565,2446,2/25/2022
1809,17106,Stayed,2/26/2022,2/27/2022,1,59,2079,458,2/25/2022
1118,26389,Stayed,2/25/2022,2/26/2022,1,154,2924,618,2/25/2022
1805,31449,Stayed,2/25/2022,2/26/2022,2,261,5977,1265,2/25/2022
1069,40906,Stayed,2/25/2022,2/26/2022,1,245,2573,567,2/25/2022
1111,56000,Stayed,2/26/2022,3/1/2022,1,597,7734,1636,2/25/2022
1706,60395,Stayed,2/25/2022,2/26/2022,1,169,1364,288,2/25/2022
1667,70944,Stayed,2/25/2022,2/26/2022,2,478,4677,990,2/25/2022
1874,72061,Stayed,2/25/2022,2/26/2022,1,620,3964,838,2/25/2022
1352,73006,Stayed,2/25/2022,2/26/2022,1,380,2014,426,2/25/2022
1756,78447,Cancelled,3/11/2022,3/13/2022,1,235,7322,1549,2/25/2022
